Source, Destination, Travel Time
114, 213, 8.180000
122, 221, 14.730000
121, 214, 23.520000
114, 221, 25.740000
114, 221, 15.620000
102, 221, 14.610000
114, 221, 17.469999
114, 221, 13.610000
113, 215, 33.490002
114, 201, 66.830002
113, 214, 6.810000
115, 214, 28.910000
115, 213, 55.009998
101, 202, 40.740002
101, 202, 30.530001
115, 213, 54.400002
114, 203, 64.930000
114, 203, 58.910000
114, 222, 52.570000
114, 201, 91.129997
121, 222, 84.889999
114, 203, 54.900002
114, 213, 92.699997
101, 203, 105.540001
101, 222, 92.870003
114, 213, 87.129997
101, 203, 94.599998
122, 221, 105.220001
122, 206, 108.500000
115, 221, 101.449997
115, 222, 112.400002
121, 214, 55.310001
122, 206, 76.669998
122, 213, 104.120003
122, 214, 100.070000
101, 206, 105.970001
101, 221, 78.860001
114, 221, 71.279999
122, 214, 46.750000
101, 206, 111.089996
101, 221, 96.269997
101, 214, 100.930000
101, 206, 103.559998
101, 221, 74.389999
123, 203, 117.720001
101, 214, 100.730003
114, 203, 81.470001
101, 206, 95.620003
123, 203, 108.480003
114, 215, 49.500000
114, 221, 58.419998
101, 206, 91.570000
114, 206, 53.410000
123, 206, 118.489998
114, 206, 45.560001
114, 202, 114.449997
112, 221, 9.710000
112, 201, 50.540001
112, 201, 80.019997
113, 215, 32.990002
114, 206, 37.060001
115, 201, 130.710007
103, 222, 36.720001
114, 203, 135.309998
114, 222, 129.600006
122, 201, 62.919998
114, 203, 84.230003
103, 201, 17.040001
114, 203, 74.290001
114, 222, 86.940002
114, 222, 80.559998
114, 203, 77.680000
101, 215, 182.389999
122, 203, 39.060001
113, 203, 208.399994
114, 222, 83.870003
114, 222, 87.349998
123, 201, 67.029999
123, 202, 20.360001
103, 221, 40.590000
122, 221, 124.309998
122, 206, 87.230003
115, 203, 152.729996
122, 221, 102.720001
101, 221, 142.149994
114, 213, 121.370003
114, 206, 96.980003
123, 221, 156.830002
114, 215, 94.470001
114, 215, 97.650002
114, 206, 97.239998
121, 201, 101.410004
122, 201, 128.729996
112, 201, 50.340000
121, 206, 42.770000
113, 215, 6.810000
102, 203, 181.360001
114, 203, 141.979996
114, 201, 165.240005
114, 222, 123.669998
121, 203, 19.230000
114, 213, 177.550003
122, 215, 192.339996
122, 202, 199.020004
102, 214, 215.580002
101, 203, 236.639999
121, 222, 10.710000
