Source, Destination, Travel Time
122, 203, 6.810000
114, 213, 16.420000
114, 213, 11.770000
115, 203, 27.590000
115, 222, 20.990000
122, 202, 45.689999
114, 215, 26.690001
114, 221, 34.330002
114, 213, 47.639999
101, 202, 41.299999
114, 221, 34.709999
101, 202, 44.580002
114, 206, 37.529999
114, 221, 28.030001
114, 206, 28.090000
113, 214, 6.810000
101, 202, 35.990002
103, 222, 40.500000
115, 213, 76.860001
115, 214, 66.949997
114, 203, 99.589996
114, 222, 104.879997
114, 203, 103.360001
115, 213, 61.619999
114, 203, 77.660004
114, 222, 88.300003
114, 222, 69.269997
122, 203, 15.980000
123, 201, 48.290001
101, 203, 94.769997
114, 213, 72.690002
103, 221, 75.949997
101, 203, 92.500000
114, 213, 66.790001
101, 221, 96.949997
101, 203, 81.000000
101, 222, 64.019997
101, 206, 129.210007
103, 214, 81.000000
112, 214, 35.680000
123, 203, 75.769997
101, 206, 133.289993
122, 213, 99.809998
114, 215, 80.800003
122, 214, 122.839996
101, 214, 131.940002
114, 215, 81.239998
122, 213, 99.949997
114, 202, 151.850006
122, 213, 75.190002
123, 206, 128.139999
101, 213, 158.070007
101, 214, 100.330002
102, 206, 105.199997
101, 213, 130.809998
114, 215, 82.419998
114, 201, 110.809998
114, 201, 109.449997
101, 213, 124.879997
102, 213, 36.529999
114, 215, 82.169998
114, 215, 77.360001
115, 221, 127.709999
114, 221, 114.650002
114, 203, 134.970001
114, 203, 134.070007
114, 222, 128.820007
102, 201, 65.750000
114, 222, 126.419998
106, 221, 6.810000
114, 203, 125.650002
123, 201, 35.389999
101, 203, 134.559998
101, 222, 138.990005
123, 203, 99.410004
122, 203, 9.190000
102, 222, 23.200001
101, 215, 183.619995
114, 213, 95.180000
112, 206, 37.900002
122, 221, 24.860001
114, 213, 87.540001
123, 215, 170.330002
101, 215, 159.070007
115, 206, 187.250000
121, 213, 61.860001
123, 214, 107.889999
103, 213, 119.919998
102, 214, 42.570000
114, 215, 132.479996
122, 213, 51.180000
114, 206, 130.770004
101, 213, 177.740005
114, 215, 128.100006
114, 215, 124.629997
114, 201, 181.520004
114, 201, 188.899994
114, 201, 210.770004
114, 201, 205.470001
114, 206, 115.349998
121, 206, 25.879999
115, 213, 243.210007
102, 201, 78.870003
114, 202, 309.040009
115, 214, 179.139999
115, 214, 171.210007
123, 202, 13.920000
123, 201, 65.589996
123, 215, 192.050003
123, 221, 60.779999
102, 203, 10.710000
123, 221, 29.639999
123, 213, 145.600006
122, 214, 96.739998
102, 214, 103.510002
114, 206, 165.399994
114, 202, 350.470001
114, 206, 167.929993
121, 201, 137.380005
121, 201, 99.449997
114, 221, 284.209991
114, 206, 152.250000
114, 221, 274.670013
113, 214, 47.470001
112, 222, 232.149994
113, 222, 251.509995
122, 203, 7.710000
113, 222, 382.630005
101, 222, 328.589996
114, 222, 302.480011
101, 222, 330.230011
121, 215, 56.310001
122, 221, 28.709999
113, 206, 151.910004
123, 206, 77.660004
102, 221, 74.680000
122, 214, 83.430000
122, 214, 46.980000
123, 214, 77.849998
102, 213, 54.700001
114, 215, 193.229996
102, 213, 21.410000
114, 201, 373.750000
114, 201, 342.100006
114, 206, 197.550003
114, 201, 362.369995
121, 201, 52.259998
114, 213, 319.010010
114, 215, 180.990005
114, 201, 312.709991
114, 215, 176.679993
115, 203, 426.519989
102, 201, 60.209999
114, 203, 319.109985
102, 201, 36.139999
123, 202, 22.370001
123, 215, 225.350006
114, 213, 357.260010
123, 221, 113.070000
114, 213, 322.160004
123, 206, 87.760002
102, 221, 72.320000
102, 221, 68.040001
102, 214, 32.830002
114, 215, 221.630005
121, 213, 51.000000
123, 213, 130.139999
122, 201, 198.729996
115, 201, 465.739990
114, 215, 187.449997
114, 201, 345.670013
114, 201, 354.399994
114, 215, 183.339996
102, 201, 11.750000
123, 203, 133.589996
123, 202, 41.009998
123, 201, 54.599998
102, 206, 30.559999
123, 215, 145.589996
123, 213, 186.509995
114, 215, 221.300003
114, 215, 188.470001
114, 215, 184.699997
114, 215, 183.710007
114, 215, 178.600006
112, 206, 9.710000
114, 215, 158.460007
113, 215, 53.450001
113, 215, 6.810000
102, 201, 86.449997
102, 201, 78.699997
114, 202, 670.500000
102, 215, 104.040001
123, 206, 210.089996
123, 206, 178.630005
102, 206, 57.570000
123, 215, 221.940002
121, 213, 118.889999
102, 214, 98.080002
102, 214, 42.209999
114, 202, 689.030029
112, 221, 569.500000
114, 221, 644.349976
113, 215, 15.440000
114, 206, 475.160004
103, 222, 6.810000
102, 201, 93.760002
123, 201, 76.580002
101, 203, 722.140015
123, 203, 244.619995
101, 221, 734.609985
101, 206, 736.700012
102, 221, 87.889999
102, 203, 10.710000
112, 214, 68.709999
102, 214, 46.869999
123, 214, 275.190002
123, 213, 290.089996
122, 213, 446.049988
