Source, Destination, Travel Time
114, 221, 13.610000
114, 221, 15.620000
102, 221, 14.610000
113, 215, 13.490000
114, 221, 19.190001
115, 214, 8.910000
114, 201, 52.220001
114, 201, 60.849998
115, 213, 35.009998
113, 214, 6.810000
115, 213, 34.400002
101, 202, 40.740002
114, 213, 88.180000
121, 222, 72.089996
101, 202, 30.530001
114, 213, 76.599998
121, 214, 103.510002
121, 214, 35.299999
101, 203, 100.540001
101, 222, 87.870003
122, 206, 98.500000
122, 221, 99.480003
122, 221, 99.120003
101, 203, 93.500000
122, 213, 91.320000
114, 203, 85.029999
122, 206, 66.669998
122, 214, 90.070000
101, 206, 97.190002
114, 203, 82.910004
101, 206, 99.870003
101, 221, 73.860001
114, 203, 78.900002
101, 206, 93.559998
101, 214, 92.529999
101, 221, 91.269997
114, 215, 37.290001
101, 206, 85.620003
114, 222, 84.370003
101, 214, 91.830002
101, 221, 69.389999
123, 203, 112.720001
115, 221, 113.730003
101, 206, 81.570000
114, 206, 44.099998
123, 203, 103.480003
123, 206, 108.489998
114, 206, 36.250000
114, 221, 97.139999
113, 215, 12.990000
114, 202, 114.449997
114, 221, 94.459999
114, 221, 70.900002
115, 201, 126.809998
115, 213, 78.269997
103, 222, 31.730000
101, 215, 162.389999
114, 213, 165.309998
114, 203, 130.309998
115, 222, 181.199997
114, 213, 85.269997
112, 201, 80.739998
114, 203, 139.020004
114, 222, 136.300003
114, 203, 87.029999
122, 201, 67.639999
102, 214, 109.419998
113, 203, 203.399994
114, 222, 79.459999
103, 221, 30.590000
122, 203, 37.959999
114, 222, 93.639999
122, 221, 114.309998
103, 213, 69.849998
122, 206, 81.129997
122, 221, 92.720001
123, 202, 20.360001
123, 201, 67.029999
122, 214, 131.850006
114, 206, 87.849998
101, 221, 132.149994
114, 206, 89.570000
114, 215, 82.260002
123, 221, 146.830002
114, 215, 85.440002
114, 206, 82.129997
122, 202, 141.289993
121, 201, 101.410004
121, 206, 32.770000
102, 203, 171.360001
122, 215, 172.339996
101, 215, 208.220001
121, 206, 6.810000
122, 203, 19.820000
101, 203, 231.639999
102, 221, 171.979996
123, 221, 197.779999
122, 213, 110.519997
101, 206, 233.979996
123, 203, 210.360001
122, 213, 94.680000
103, 214, 31.469999
123, 206, 176.860001
123, 214, 235.190002
114, 206, 116.599998
114, 215, 101.500000
123, 214, 189.979996
112, 221, 183.470001
102, 206, 90.360001
113, 221, 241.229996
114, 215, 95.709999
115, 203, 266.779999
115, 221, 256.059998
115, 221, 256.079987
114, 206, 86.910004
102, 213, 76.980003
112, 206, 9.710000
115, 206, 263.149994
114, 221, 207.169998
114, 221, 208.630005
102, 215, 167.889999
115, 203, 295.609985
103, 201, 204.759995
102, 215, 83.269997
114, 213, 261.709991
114, 222, 266.750000
114, 203, 265.390015
122, 201, 259.269989
112, 215, 57.220001
114, 222, 271.070007
114, 203, 268.779999
112, 201, 314.450012
114, 203, 262.700012
114, 222, 256.399994
121, 214, 44.619999
102, 213, 101.260002
101, 222, 311.670013
114, 203, 248.679993
122, 206, 71.489998
114, 221, 234.889999
115, 206, 237.539993
114, 221, 239.740005
123, 206, 244.380005
123, 203, 229.800003
101, 221, 320.519989
122, 214, 57.119999
114, 221, 238.139999
123, 202, 51.939999
114, 215, 133.660004
123, 203, 193.970001
114, 206, 137.639999
102, 203, 72.919998
102, 221, 71.459999
114, 206, 142.289993
102, 213, 91.290001
114, 206, 132.220001
113, 221, 339.670013
115, 221, 322.230011
115, 221, 325.420013
114, 201, 326.329987
112, 201, 246.440002
114, 201, 275.160004
112, 201, 158.960007
123, 202, 249.559998
121, 215, 132.300003
112, 215, 46.060001
114, 201, 270.230011
114, 203, 246.270004
114, 201, 284.410004
115, 203, 394.559998
114, 201, 239.470001
112, 213, 45.889999
121, 213, 69.680000
122, 221, 46.299999
123, 203, 279.179993
114, 202, 440.500000
122, 214, 93.790001
123, 201, 81.540001
123, 202, 6.810000
114, 215, 169.550003
123, 206, 237.539993
123, 213, 290.750000
114, 215, 162.360001
102, 206, 36.630001
102, 221, 25.799999
102, 222, 14.790000
114, 215, 148.289993
102, 206, 14.610000
102, 203, 11.630000
114, 202, 464.359985
122, 203, 38.000000
121, 222, 77.660004
121, 201, 39.830002
114, 215, 208.679993
121, 213, 89.790001
102, 201, 93.589996
114, 215, 204.100006
114, 215, 200.770004
122, 214, 25.240000
102, 203, 67.160004
123, 206, 249.570007
123, 213, 263.989990
102, 206, 68.900002
102, 214, 78.769997
102, 221, 20.790001
121, 206, 6.810000
122, 215, 119.910004
121, 201, 63.930000
122, 203, 7.450000
122, 221, 83.309998
122, 214, 105.410004
123, 201, 63.080002
123, 206, 301.600006
123, 214, 322.250000
123, 221, 249.479996
123, 201, 44.740002
102, 221, 42.000000
102, 203, 13.720000
113, 215, 109.169998
115, 213, 584.830017
114, 201, 605.659973
115, 214, 491.070007
115, 213, 539.159973
102, 215, 63.959999
101, 202, 686.799988
114, 213, 654.000000
113, 203, 687.809998
101, 202, 677.369995
114, 213, 605.380005
112, 201, 513.979980
114, 201, 605.349976
114, 222, 614.770020
114, 213, 605.700012
114, 222, 593.630005
114, 203, 563.739990
102, 214, 69.139999
114, 215, 386.070007
122, 221, 44.430000
122, 221, 20.350000
122, 213, 89.419998
123, 202, 22.309999
122, 214, 74.080002
101, 206, 695.320007
122, 214, 45.500000
122, 214, 29.090000
114, 222, 556.580017
123, 206, 302.100006
123, 214, 334.320007
101, 213, 705.679993
114, 222, 547.299988
123, 214, 337.799988
114, 203, 547.859985
102, 213, 42.450001
112, 201, 548.030029
122, 201, 468.989990
102, 215, 130.100006
114, 213, 686.070007
114, 213, 689.140015
122, 201, 334.510010
121, 201, 43.650002
122, 203, 100.059998
