Source, Destination, Travel Time
123, 203, 373.440002
102, 203, 10.710000
115, 213, 567.320007
115, 214, 473.790009
114, 213, 548.150024
115, 221, 535.559998
115, 202, 659.849976
115, 206, 528.280029
114, 213, 565.239990
123, 215, 416.440002
114, 213, 543.679993
114, 215, 237.690002
103, 222, 365.589996
114, 215, 220.039993
101, 202, 686.799988
114, 215, 223.190002
101, 202, 677.369995
114, 215, 223.289993
115, 221, 561.979980
114, 206, 198.059998
102, 201, 19.750000
101, 206, 684.119995
114, 215, 177.610001
114, 206, 189.529999
123, 202, 156.610001
114, 206, 192.710007
123, 201, 155.119995
114, 206, 175.110001
102, 222, 66.220001
114, 221, 168.860001
114, 206, 170.139999
114, 221, 71.550003
114, 206, 74.279999
112, 221, 9.710000
103, 215, 439.920013
123, 215, 518.049988
102, 214, 126.529999
102, 214, 86.760002
114, 215, 126.180000
114, 215, 110.980003
122, 206, 59.990002
114, 206, 125.250000
