Source, Destination, Travel Time
114, 222, 17.510000
114, 203, 25.820000
114, 203, 30.490000
114, 202, 51.849998
115, 214, 26.959999
115, 213, 44.669998
101, 202, 41.299999
115, 213, 29.430000
101, 202, 44.580002
103, 222, 30.510000
101, 202, 35.990002
114, 213, 76.419998
122, 203, 76.379997
114, 222, 70.500000
114, 203, 59.860001
114, 213, 71.769997
115, 222, 83.690002
114, 215, 67.180000
103, 221, 55.950001
122, 203, 9.880000
114, 202, 109.040001
101, 203, 80.870003
114, 206, 75.120003
122, 214, 90.040001
123, 201, 48.290001
101, 203, 78.599998
103, 214, 55.000000
122, 213, 70.910004
101, 206, 105.489998
112, 214, 13.580000
122, 213, 71.050003
114, 222, 81.959999
114, 206, 71.480003
101, 222, 54.020000
101, 203, 71.000000
101, 221, 90.250000
122, 213, 46.290001
101, 206, 113.110001
101, 213, 129.169998
101, 214, 110.839996
114, 215, 64.190002
101, 213, 101.910004
114, 215, 64.629997
115, 203, 131.639999
123, 203, 65.769997
114, 221, 107.309998
123, 206, 109.739998
114, 221, 103.790001
101, 213, 99.989998
101, 214, 80.440002
113, 214, 66.190002
102, 206, 86.800003
114, 221, 96.110001
114, 221, 81.449997
114, 202, 150.470001
114, 201, 106.870003
115, 213, 111.489998
115, 206, 116.849998
115, 214, 46.090000
101, 215, 143.619995
114, 213, 167.639999
123, 215, 130.330002
114, 213, 138.669998
114, 201, 139.649994
114, 203, 128.869995
114, 203, 127.970001
114, 222, 126.620003
121, 213, 21.850000
114, 215, 122.910004
102, 201, 65.750000
101, 203, 120.660004
113, 222, 176.529999
112, 206, 17.900000
115, 222, 155.289993
123, 203, 89.410004
103, 213, 87.120003
114, 215, 122.660004
114, 222, 133.720001
123, 201, 35.389999
114, 215, 117.849998
102, 203, 21.000000
114, 215, 111.970001
112, 203, 16.950001
123, 214, 92.290001
114, 203, 144.649994
114, 206, 114.160004
114, 215, 107.589996
114, 201, 181.520004
114, 201, 188.899994
114, 201, 214.710007
114, 201, 177.649994
101, 215, 205.800003
123, 215, 155.949997
114, 201, 231.770004
114, 222, 180.779999
114, 201, 192.570007
114, 201, 176.199997
112, 214, 48.279999
121, 214, 76.669998
106, 222, 101.559998
114, 215, 169.020004
122, 202, 303.420013
101, 222, 228.990005
121, 222, 81.769997
112, 203, 37.520000
123, 221, 114.400002
102, 213, 180.330002
123, 201, 36.770000
101, 213, 241.039993
123, 201, 32.040001
123, 221, 89.059998
102, 206, 76.339996
114, 222, 170.460007
115, 221, 279.380005
114, 203, 175.500000
114, 206, 158.740005
114, 215, 118.959999
102, 206, 44.959999
114, 206, 150.690002
102, 213, 68.500000
114, 206, 153.220001
112, 221, 141.910004
114, 221, 259.899994
114, 221, 250.360001
114, 202, 312.769989
114, 221, 216.759995
113, 206, 120.330002
115, 214, 215.229996
114, 221, 189.800003
106, 201, 131.509995
122, 201, 72.040001
114, 201, 218.449997
123, 215, 173.369995
115, 203, 312.619995
114, 213, 327.049988
114, 201, 235.110001
112, 222, 222.149994
114, 222, 205.229996
114, 203, 215.210007
114, 203, 213.009995
113, 222, 245.410004
101, 222, 316.329987
102, 203, 65.730003
115, 203, 309.279999
101, 222, 322.489990
112, 213, 10.870000
114, 215, 164.160004
123, 201, 64.599998
114, 215, 152.190002
122, 213, 222.570007
123, 221, 126.449997
114, 215, 121.220001
102, 206, 49.939999
123, 213, 140.660004
114, 206, 108.980003
114, 201, 246.169998
123, 215, 195.850006
114, 215, 160.050003
122, 221, 244.449997
122, 213, 160.869995
114, 215, 146.360001
122, 206, 90.709999
123, 202, 10.850000
123, 202, 12.620000
123, 201, 33.660000
122, 214, 248.690002
102, 203, 68.769997
123, 214, 210.860001
114, 215, 141.270004
102, 203, 40.779999
123, 202, 6.810000
114, 206, 146.250000
123, 214, 176.419998
114, 215, 137.220001
102, 222, 37.099998
114, 206, 130.460007
122, 215, 173.839996
122, 215, 223.179993
123, 215, 283.799988
122, 221, 144.720001
114, 215, 164.559998
123, 201, 43.689999
122, 213, 118.260002
114, 206, 167.490005
123, 201, 11.310000
122, 213, 101.489998
122, 214, 67.510002
114, 215, 152.110001
123, 206, 192.990005
123, 214, 197.419998
102, 221, 50.770000
102, 206, 48.189999
102, 206, 38.470001
114, 215, 150.110001
113, 214, 6.810000
102, 215, 194.000000
122, 215, 239.059998
123, 215, 273.489990
102, 201, 55.889999
122, 206, 30.850000
102, 201, 10.680000
122, 202, 585.080017
114, 215, 194.350006
122, 214, 28.150000
114, 215, 178.750000
123, 202, 56.959999
123, 203, 210.699997
123, 213, 263.339996
123, 201, 19.860001
123, 201, 19.770000
114, 221, 511.519989
115, 221, 634.299988
102, 222, 27.360001
102, 221, 38.570000
113, 214, 63.959999
112, 221, 343.109985
